Unnamed: 0,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Average Sentence Length,Percentage of Complex Words,Fog Index,Average Number of Words Per Sentence,Personal Pronouns Count,Average Word Length
,,,,,,,,,,,,,,,,31,-14,2.647058668,0.029982363,11.34,0.412698413,4.701079365,11.34,6,6.555555556
,,,,,,,,,,,,,,,,46,-16,2.066666598,0.055658627,13.14634146,0.3432282,5.395827866,13.14634146,3,6.317254174
,,,,,,,,,,,,,,,,82,-44,3.315789386,0.027757487,15.91860465,0.388604821,6.522883789,15.91860465,11,6.471877283
,,,,,,,,,,,,,,,,60,-64,-31.00000775,-0.003249391,12.95789474,0.405361495,5.345302493,12.95789474,2,6.604386677
,,,,,,,,,,,,,,,,48,-22,2.692307589,0.031026253,13.3015873,0.455847255,5.502973823,13.3015873,8,7.050119332
,,,,,,,,,,,,,,,,41,-26,4.466666369,0.016611296,10.5,0.362126246,4.344850498,10.5,5,6.300110742
,,,,,,,,,,,,,,,,76,-26,2.039999959,0.050607287,14.96969697,0.379554656,6.13970065,14.96969697,23,6.542510121
,,,,,,,,,,,,,,,,72,-24,1.999999958,0.045933014,12.29411765,0.387559809,5.072670982,12.29411765,11,6.567464115
,,,,,,,,,,,,,,,,31,-2,1.137930995,0.063043478,17.03703704,0.447826087,6.99394525,17.03703704,1,6.841304348
,,,,,,,,,,,,,,,,108,-41,2.223880564,0.061922366,77.28571429,0.364140481,31.05994191,77.28571429,15,6.402957486
,,,,,,,,,,,,,,,,30,-2,1.142857102,0.048611111,11.52,0.439236111,4.783694444,11.52,1,6.65625
,,,,,,,,,,,,,,,,19,-8,2.454545231,0.019503546,12.53333333,0.476950355,5.204113475,12.53333333,2,7.134751773
,,,,,,,,,,,,,,,,5,-5,10000000,0,21.91666667,0.395437262,8.924841572,21.91666667,3,6.486692015
,,,,,,,,,,,,,,,,39,-69,-3.60000012,-0.031982942,15.63333333,0.375266525,6.403439943,15.63333333,3,6.6108742
,,,,,,,,,,,,,,,,24,-16,4.999999375,0.014035088,16.76470588,0.368421053,6.853250774,16.76470588,4,6.349122807
,,,,,,,,,,,,,,,,75,-44,3.838709554,0.027555556,9.868421053,0.367111111,4.094212865,9.868421053,9,6.593777778
,,,,,,,,,,,,,,,,56,-5,1.196078408,0.096590909,11,0.401515152,4.560606061,11,5,6.653409091
,,,,,,,,,,,,,,,,10,-4,2.333332944,0.015789474,18.0952381,0.321052632,7.366516291,18.0952381,1,6.226315789
,,,,,,,,,,,,,,,,27,-10,2.17647046,0.027914614,15.61538462,0.367816092,6.393280283,15.61538462,5,6.24137931
,,,,,,,,,,,,,,,,18,-10,3.499999563,0.018018018,18.5,0.400900901,7.56036036,18.5,2,6.511261261
,,,,,,,,,,,,,,,,23,-11,2.833333097,0.03539823,10.59375,0.368731563,4.384992625,10.59375,1,6.867256637
,,,,,,,,,,,,,,,,9,-2,1.571428347,0.02892562,16.13333333,0.446280992,6.63184573,16.13333333,2,6.805785124
,,,,,,,,,,,,,,,,31,-36,-13.40000268,-0.008912656,9.35,0.329768271,3.871907308,9.35,16,6.311942959
,,,,,,,,,,,,,,,,15,-4,1.72727257,0.043650793,18,0.345238095,7.338095238,18,2,6.301587302
,,,,,,,,,,,,,,,,46,-13,1.787878734,0.058510638,15.66666667,0.443262411,6.443971631,15.66666667,1,6.987588652
,,,,,,,,,,,,,,,,5,-8,-4.333334778,-0.013157895,22.8,0.333333333,9.253333333,22.8,5,6.298245614
,,,,,,,,,,,,,,,,12,-27,-2.600000173,-0.04491018,12.37037037,0.350299401,5.088267909,12.37037037,6,6.44011976
,,,,,,,,,,,,,,,,36,-50,-6.142857582,-0.012411348,14.27848101,0.445921986,5.889761199,14.27848101,12,7.146276596
,,,,,,,,,,,,,,,,59,-23,2.277777715,0.034449761,14.12162162,0.324401914,5.778409414,14.12162162,21,6.377990431
,,,,,,,,,,,,,,,,54,-27,2.999999889,0.027579162,11.25287356,0.338100102,4.636389466,11.25287356,14,6.31052094
,,,,,,,,,,,,,,,,29,-9,1.899999905,0.037453183,7.970149254,0.36329588,3.333378054,7.970149254,2,6.451310861
,,,,,,,,,,,,,,,,53,-10,1.465116245,0.052890529,11.61428571,0.327183272,4.776587594,11.61428571,5,6.456334563
,,,,,,,,,,,,,,,,38,-8,1.533333282,0.078740157,19.05,0.396325459,7.778530184,19.05,8,6.503937008
,,,,,,,,,,,,,,,,54,-17,1.918918867,0.033851784,14.77027027,0.401646844,6.068766846,14.77027027,7,6.58462946
,,,,,,,,,,,,,,,,40,-73,-3.424242528,-0.050691244,8.037037037,0.356374808,3.357364738,8.037037037,13,6.434715822
,,,,,,,,,,,,,,,,67,-25,2.190476138,0.058741259,8.719512195,0.306293706,3.610322361,8.719512195,4,6.186013986
,,,,,,,,,,,,,,,,21,-29,-6.250000781,-0.01076716,15.47916667,0.288021534,6.30687528,15.47916667,3,6.103633917
,,,,,,,,,,,,,,,,33,-24,6.33333263,0.011450382,12.09230769,0.408396947,5.000281856,12.09230769,10,6.715012723
,,,,,,,,,,,,,,,,40,-79,-3.05128213,-0.058470765,8.551282051,0.35982009,3.564440856,8.551282051,14,6.443778111
,,,,,,,,,,,,,,,,29,-11,2.222222099,0.034749035,15.23529412,0.38030888,6.246241199,15.23529412,6,6.357142857
,,,,,,,,,,,,,,,,12,-8,4.99999875,0.012861736,20.73333333,0.36977492,8.441243301,20.73333333,1,6.479099678
,,,,,,,,,,,,,,,,29,-20,5.44444384,0.015075377,20.5862069,0.376884422,8.385236527,20.5862069,1,6.659966499
,,,,,,,,,,,,,,,,31,-35,-16.50000413,-0.004656577,14.08196721,0.353899884,5.774346839,14.08196721,3,6.396973225
,,,,,,,,,,,,,,,,25,-14,3.545454223,0.004500818,12.22,0.268412439,4.995364975,12.22,1,5.816693944
,,,,,,,,,,,,,,,,42,-52,-9.40000094,-0.009250694,12.28409091,0.398704903,5.073118325,12.28409091,9,6.685476411
,,,,,,,,,,,,,,,,32,-63,-3.064516228,-0.028703704,16.875,0.423148148,6.919259259,16.875,1,6.832407407
,,,,,,,,,,,,,,,,8,-3,2.19999956,0.021834061,20.81818182,0.331877729,8.460023819,20.81818182,2,6.213973799
,,,,,,,,,,,,,,,,47,-6,1.292682895,0.065390749,14.25,0.326953748,5.830781499,14.25,3,6.309409888
,,,,,,,,,,,,,,,,49,-37,7.166666069,0.011121409,8.632,0.390176089,3.608870436,8.632,6,6.594068582
,,,,,,,,,,,,,,,,53,-16,1.864864814,0.033453888,11.52083333,0.359855335,4.752275467,11.52083333,6,6.480108499
,,,,,,,,,,,,,,,,39,-32,10.14285569,0.009079118,15.11764706,0.347600519,6.186099031,15.11764706,3,6.426718547
,,,,,,,,,,,,,,,,21,-43,-2.909091041,-0.018077239,18.72307692,0.389482334,7.645023703,18.72307692,2,6.53820871
,,,,,,,,,,,,,,,,22,-45,-2.913043605,-0.032485876,13.61538462,0.351694915,5.586831812,13.61538462,6,6.468926554
,,,,,,,,,,,,,,,,45,-47,-46.000023,-0.002574003,9.961538462,0.374517375,4.134422334,9.961538462,34,6.532818533
,,,,,,,,,,,,,,,,32,-28,14.99999625,0.005249344,18.14285714,0.384514436,7.410948631,18.14285714,7,6.497375328
,,,,,,,,,,,,,,,,24,-35,-5.363636851,-0.011815252,15.51666667,0.349087003,6.346301468,15.51666667,4,6.422126745
,,,,,,,,,,,,,,,,9,-5,3.499999125,0.015748031,18.14285714,0.318897638,7.384701912,18.14285714,2,6.125984252
,,,,,,,,,,,,,,,,33,-46,-6.076923544,-0.017173051,11.64615385,0.360634082,4.802715171,11.64615385,12,6.425363276
,,,,,,,,,,,,,,,,14,-27,-3.153846396,-0.024029575,13.525,0.360443623,5.554177449,13.525,3,6.240295749
,,,,,,,,,,,,,,,,32,-57,-3.560000142,-0.030413625,15.22222222,0.405109489,6.250932685,15.22222222,4,6.726277372
,,,,,,,,,,,,,,,,34,-36,-35.0000175,-0.002932551,15.86046512,0.335777126,6.478496897,15.86046512,7,6.365102639
,,,,,,,,,,,,,,,,4,-2,2.9999985,0.008032128,27.66666667,0.353413655,11.20803213,27.66666667,1,6.493975904
,,,,,,,,,,,,,,,,25,-5,1.499999925,0.042918455,14.12121212,0.321888412,5.777240213,14.12121212,5,6.137339056
,,,,,,,,,,,,,,,,39,-55,-5.875000367,-0.023357664,19.57142857,0.381021898,7.980980188,19.57142857,4,6.608759124
